"id","tenantid","businessservice","businessid","action","status","comment","assigner","assignee","statesla","previousstatus","createdby","lastmodifiedby","createdtime","lastmodifiedtime","modulename","businessservicesla","rating","escalated"
"95f7540b-f4fe-4dde-bd3d-6bae87adcabe","pg.citya","PGR","PG-PGR-2025-04-04-000043","RESOLVE","2a6391a4-496a-4f94-9040-6c0bf9f6c68a","","3ff201ac-f4fe-4345-8fa6-ff975bfee458",NULL,NULL,NULL,"3ff201ac-f4fe-4345-8fa6-ff975bfee458","3ff201ac-f4fe-4345-8fa6-ff975bfee458","1743746548732","1743746548732","pgr-services","431947866",NULL,False
"2fb609f8-9ce0-4ac0-8e1c-859eed45e5a6","pg.citya","PGR","PG-PGR-2025-04-04-000043","REOPEN","a6c9afcd-42c4-4d6c-8396-d02dd152236e",NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa",NULL,NULL,NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","1743746599869","1743746599869","pgr-services","431896729",NULL,False
"63915fb5-a02b-4511-b5bb-04608098c517","pg.citya","PGR","PG-PGR-2025-04-04-000043","ASSIGN","933bdec8-5600-4ba8-ae60-4428426d7051","","3ff201ac-f4fe-4345-8fa6-ff975bfee458",NULL,"259200000",NULL,"3ff201ac-f4fe-4345-8fa6-ff975bfee458","3ff201ac-f4fe-4345-8fa6-ff975bfee458","1743746612460","1743746612460","pgr-services","431884138",NULL,False
"77892182-d481-4a50-9c28-cec1e9205168","pg.citya","PGR","PG-PGR-2025-04-04-000043","RESOLVE","2a6391a4-496a-4f94-9040-6c0bf9f6c68a","","3ff201ac-f4fe-4345-8fa6-ff975bfee458",NULL,NULL,NULL,"3ff201ac-f4fe-4345-8fa6-ff975bfee458","3ff201ac-f4fe-4345-8fa6-ff975bfee458","1743746621869","1743746621869","pgr-services","431874729",NULL,False
"ceaeb0a9-04d2-4057-ba2c-2826a415b63f","pg.citya","PGR","PG-PGR-2025-04-04-000043","RATE","6efb6a49-26ec-4850-b590-62535ad371fd","","a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa",NULL,NULL,NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","1743746641868","1743746641868","pgr-services","431854730",NULL,False
"a9b4e346-130f-4bb3-be2c-b2d5e3401c74","pg.citya","NewTL","PG-TL-2025-04-08-000004","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7",NULL,NULL,NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7","4205c472-fc2e-401c-9aa7-2a813eb859e7","1744090939021","1744090939021","tl-services","172800000",NULL,False
"38b70959-8006-4d6b-af16-60f9c782dc6a","pg.citya","NewTL","PG-TL-2025-04-08-000005","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7",NULL,NULL,NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7","4205c472-fc2e-401c-9aa7-2a813eb859e7","1744090955428","1744090955428","tl-services","172800000",NULL,False
"e84f6f1d-9823-4734-9e64-c38cadd7b13d","pg.citya","NewTL","PG-TL-2025-04-08-000006","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7",NULL,NULL,NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7","4205c472-fc2e-401c-9aa7-2a813eb859e7","1744091123798","1744091123798","tl-services","172800000",NULL,False
"25bc4d21-2eaa-4b10-baec-b4437fb965cc","pg.citya","NewTL","PG-TL-2025-04-08-000007","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7",NULL,NULL,NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7","4205c472-fc2e-401c-9aa7-2a813eb859e7","1744091146990","1744091146990","tl-services","172800000",NULL,False
"9797a59d-ab8d-4506-99fb-ea55ec394635","pg.citya","NewTL","PG-TL-2025-04-08-000008","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7",NULL,NULL,NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7","4205c472-fc2e-401c-9aa7-2a813eb859e7","1744091148034","1744091148034","tl-services","172800000",NULL,False
"efaa9aaf-faf0-4cc8-a75e-5b2dc9d1e02f","pg.citya","NewTL","PG-TL-2025-04-08-000009","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7",NULL,NULL,NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7","4205c472-fc2e-401c-9aa7-2a813eb859e7","1744091636118","1744091636118","tl-services","172800000",NULL,False
"f8f38df5-fac0-47dd-9025-724cd8961807","pg.citya","NewTL","PG-TL-2025-04-08-000010","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7",NULL,NULL,NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7","4205c472-fc2e-401c-9aa7-2a813eb859e7","1744091761221","1744091761221","tl-services","172800000",NULL,False
"8a664d07-b285-454c-bde9-8e6ddfc3a16c","pg.citya","NewTL","PG-TL-2025-04-08-000011","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7",NULL,NULL,NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7","4205c472-fc2e-401c-9aa7-2a813eb859e7","1744091770671","1744091770671","tl-services","172800000",NULL,False
"58544519-9a72-45a7-8c18-6bc3ce4166ec","pg.citya","NewTL","PG-TL-2025-04-08-000012","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7",NULL,NULL,NULL,"4205c472-fc2e-401c-9aa7-2a813eb859e7","4205c472-fc2e-401c-9aa7-2a813eb859e7","1744091874822","1744091874822","tl-services","172800000",NULL,False
"b10d67a4-dc5c-4c4f-ad9c-56cd003cd892","pg.citya","NewTL","PG-TL-2025-04-09-000020","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"84c25ff8-d51f-45fe-8d8e-e290136d09de",NULL,NULL,NULL,"84c25ff8-d51f-45fe-8d8e-e290136d09de","84c25ff8-d51f-45fe-8d8e-e290136d09de","1744195484264","1744195484264","tl-services","172800000",NULL,False
"19dafcec-b5ec-456e-91a3-42a78d8915ed","pg.citya","NewTL","PG-TL-2025-04-09-000023","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744199277324","1744199277324","tl-services","172800000",NULL,False
"4159d087-47c5-4c58-9412-52e8d7b73461","pg.citya","NewTL","PG-TL-2025-04-09-000023","APPLY","434a246e-7e99-43a6-8b3e-a01c4b6aefb5",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744199280062","1744199280062","tl-services","172797262",NULL,False
"b8e0851e-2a3a-40c7-9a54-3fc375333583","pg.citya","NewTL","PG-TL-2025-04-09-000026","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa",NULL,NULL,NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","1744199492070","1744199492070","tl-services","172800000",NULL,False
"9cfee83d-b55a-4273-898b-2ad23df99464","pg.citya","NewTL","PG-TL-2025-04-09-000025","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa",NULL,NULL,NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","1744199492160","1744199492160","tl-services","172800000",NULL,False
"a5d1146f-e01f-4e6c-bd82-77e21d82f84c","pg.citya","NewTL","PG-TL-2025-04-09-000024","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa",NULL,NULL,NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","1744199492165","1744199492165","tl-services","172800000",NULL,False
"55762243-a17d-4c4c-98ad-2e4b13c3802e","pg.citya","NewTL","PG-TL-2025-04-09-000024","APPLY","434a246e-7e99-43a6-8b3e-a01c4b6aefb5",NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa",NULL,NULL,NULL,"a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","a4a0d5a5-2edc-4c3d-bf97-5fdd1f88cbaa","1744199492830","1744199492830","tl-services","172799335",NULL,False
"96ba781b-ee55-4281-a5ac-c0b35cc19dec","pg.citya","NewTL","PG-TL-2025-04-09-000027","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744200165159","1744200165159","tl-services","172800000",NULL,False
"717126e6-4dea-4dce-8dc5-69b30a011127","pg.citya","NewTL","PG-TL-2025-04-09-000027","APPLY","434a246e-7e99-43a6-8b3e-a01c4b6aefb5",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744200165725","1744200165725","tl-services","172799434",NULL,False
"6812f432-4091-476a-90c9-86cf8a0a582b","pg.citya","NewTL","PG-TL-2025-04-09-000028","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744200395627","1744200395627","tl-services","172800000",NULL,False
"a00d6d8d-82b5-4c86-ae9e-3a75dae6b643","pg.citya","NewTL","PG-TL-2025-04-09-000029","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744200536263","1744200536263","tl-services","172800000",NULL,False
"d8378b6a-303c-47c4-91d4-5a710c84a294","pg.citya","NewTL","PG-TL-2025-04-09-000030","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744201349355","1744201349355","tl-services","172800000",NULL,False
"fb6c381b-132a-463b-85d2-9b80061ede13","pg.citya","NewTL","PG-TL-2025-04-09-000030","APPLY","434a246e-7e99-43a6-8b3e-a01c4b6aefb5",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744201350134","1744201350134","tl-services","172799221",NULL,False
"adedfd2c-80a7-47b9-9a00-3e5f95e61291","pg.citya","NewTL","PG-TL-2025-04-09-000031","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744201816300","1744201816300","tl-services","172800000",NULL,False
"f4dddf2f-7d7a-4b70-8c6e-a073fd2c13d9","pg.citya","NewTL","PG-TL-2025-04-09-000031","APPLY","434a246e-7e99-43a6-8b3e-a01c4b6aefb5",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744201816903","1744201816903","tl-services","172799397",NULL,False
"498cbafc-4776-4784-bf55-a0b4f713df1c","pg.citya","NewTL","PG-TL-2025-04-09-000032","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"84c25ff8-d51f-45fe-8d8e-e290136d09de",NULL,NULL,NULL,"84c25ff8-d51f-45fe-8d8e-e290136d09de","84c25ff8-d51f-45fe-8d8e-e290136d09de","1744202558974","1744202558974","tl-services","172800000",NULL,False
"ad459fc9-f77a-4655-a480-410ab271f792","pg.citya","NewTL","PG-TL-2025-04-09-000032","APPLY","434a246e-7e99-43a6-8b3e-a01c4b6aefb5",NULL,"84c25ff8-d51f-45fe-8d8e-e290136d09de",NULL,NULL,NULL,"84c25ff8-d51f-45fe-8d8e-e290136d09de","84c25ff8-d51f-45fe-8d8e-e290136d09de","1744202559494","1744202559494","tl-services","172799480",NULL,False
"9e4878fe-f0b3-496e-a486-7bb0b8d03bb6","pg.citya","NewTL","PG-TL-2025-04-09-000034","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744202679099","1744202679099","tl-services","172800000",NULL,False
"e13ab49a-058c-4d8e-8fd6-e392d9732557","pg.citya","NewTL","PG-TL-2025-04-09-000035","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744202917242","1744202917242","tl-services","172800000",NULL,False
"82cdd929-8c40-4c10-82de-b39b85671791","pg.citya","NewTL","PG-TL-2025-04-09-000037","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21",NULL,NULL,NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21","f63dc07a-e2cf-4308-81ea-19b9ce98ce21","1744203189616","1744203189616","tl-services","172800000",NULL,False
"b8730419-89c6-4d75-b431-9c5047df194c","pg.citya","NewTL","PG-TL-2025-04-09-000037","APPLY","434a246e-7e99-43a6-8b3e-a01c4b6aefb5",NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21",NULL,NULL,NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21","f63dc07a-e2cf-4308-81ea-19b9ce98ce21","1744203190147","1744203190147","tl-services","172799469",NULL,False
"dab7513b-e185-4028-874a-4eee8b78c128","pg.citya","NewTL","PG-TL-2025-04-09-000039","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21",NULL,NULL,NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21","f63dc07a-e2cf-4308-81ea-19b9ce98ce21","1744204013839","1744204013839","tl-services","172800000",NULL,False
"aeaa0cda-8deb-4629-ac5b-3e50f91a29f1","pg.citya","NewTL","PG-TL-2025-04-09-000039","APPLY","434a246e-7e99-43a6-8b3e-a01c4b6aefb5",NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21",NULL,NULL,NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21","f63dc07a-e2cf-4308-81ea-19b9ce98ce21","1744204014391","1744204014391","tl-services","172799448",NULL,False
"69deaf85-786b-484c-95a0-869f0dedaaa9","pg.citya","NewTL","PG-TL-2025-04-09-000039","FORWARD","01eb74e4-fe6e-490c-9e91-4ad262329f2b","","d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,"86400000",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744223959987","1744223959987","tl-services","152853852",NULL,False
"5413bc8a-2846-49b0-8f3b-c46afc674750","pg.citya","NewTL","PG-TL-2025-04-09-000039","FORWARD","d36b84be-c64e-4beb-9707-362e1cedb800","","d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,"43200000",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744223981409","1744223981409","tl-services","152832430",NULL,False
"30c3ed47-435e-41cb-babe-a2134c5c191f","pg.citya","NewTL","PG-TL-2025-04-09-000039","APPROVE","561fd503-8b33-4078-ae69-28152ae7a7cb","","d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,"43200000",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744223989238","1744223989238","tl-services","152824601",NULL,False
"967601b8-56a5-4400-98cf-c95631e48077","pg.citya","NewTL","PG-TL-2025-04-09-000039","PAY","597c7664-2a96-499d-8719-cbe7858da447",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744224007551","1744224007551","tl-services","152806288",NULL,False
"d66636f3-ca1d-4e23-8d44-427e2f791f5e","pg.citya","NewTL","PG-TL-2025-04-09-000037","FORWARD","01eb74e4-fe6e-490c-9e91-4ad262329f2b","","d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,"86400000",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744224655825","1744224655825","tl-services","151333791",NULL,False
"6275953e-4c40-4dea-9f03-c2f84f7c1a1a","pg.citya","NewTL","PG-TL-2025-04-09-000037","FORWARD","d36b84be-c64e-4beb-9707-362e1cedb800","","d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,"43200000",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744224661503","1744224661503","tl-services","151328113",NULL,False
"8d156d4e-ae6b-4ecf-827a-d34950427f9a","pg.citya","NewTL","PG-TL-2025-04-09-000037","APPROVE","561fd503-8b33-4078-ae69-28152ae7a7cb","","d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,"43200000",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744224664628","1744224664628","tl-services","151324988",NULL,False
"7f898888-bc15-4925-90b2-99d78c683a84","pg.citya","NewTL","PG-TL-2025-04-09-000037","PAY","597c7664-2a96-499d-8719-cbe7858da447",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744224679514","1744224679514","tl-services","151310102",NULL,False
"1abebb12-e065-4b3d-9301-e4dc88e81fc3","pg.citya","NewTL","PG-TL-2025-04-09-000039","CANCEL","bbad2a1b-d05a-475d-8b0c-09dc3099324e","","d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744224699787","1744224699787","tl-services","152114052",NULL,False
"3925a0e1-bbdf-46cb-9855-0c5ed79df106","pg.citya","NewTL","PG-TL-2025-04-09-000037","MANUALEXPIRE","6d8bb6f7-6adc-49b8-8958-57702e84e373","","d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744224719022","1744224719022","tl-services","151270594",NULL,False
"2c06fc50-002b-462c-bf43-72692be9bd22","pg.citya","NewTL","PG-TL-2025-04-10-000041","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21",NULL,NULL,NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21","f63dc07a-e2cf-4308-81ea-19b9ce98ce21","1744226609184","1744226609184","tl-services","172800000",NULL,False
"66d68039-0041-49c6-9046-0d977bf4e42f","pg.citya","NewTL","PG-TL-2025-04-10-000041","APPLY","434a246e-7e99-43a6-8b3e-a01c4b6aefb5",NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21",NULL,NULL,NULL,"f63dc07a-e2cf-4308-81ea-19b9ce98ce21","f63dc07a-e2cf-4308-81ea-19b9ce98ce21","1744226609778","1744226609778","tl-services","172799406",NULL,False
"bf6760e4-6c7e-4f6a-bba0-97d851f9c142","pg.citya","NewTL","PG-TL-2025-04-10-000042","INITIATE","66631907-705f-4855-82b5-4f7facbd6d2e",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744227665351","1744227665351","tl-services","172800000",NULL,False
"4da7cca6-27c3-4e9b-a17c-e396c78467e7","pg.citya","NewTL","PG-TL-2025-04-10-000042","APPLY","434a246e-7e99-43a6-8b3e-a01c4b6aefb5",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,NULL,NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744227665794","1744227665794","tl-services","172799557",NULL,False
"f5032200-4bab-430f-bca0-2aef77aed90f","pg.citya","NewTL","PG-TL-2025-04-10-000042","FORWARD","01eb74e4-fe6e-490c-9e91-4ad262329f2b","","d14f1116-6b07-4345-9db9-820d2e85daa0",NULL,"86400000",NULL,"d14f1116-6b07-4345-9db9-820d2e85daa0","d14f1116-6b07-4345-9db9-820d2e85daa0","1744227683516","1744227683516","tl-services","172781835",NULL,False
